loan_id,customer_id,customer_name,product_code,product_name,province,branch_id,origination_date,maturity_date,original_amount,current_balance,interest_rate,risk_grade,credit_score,property_value,ltv_ratio,approval_officer
LN-0003148,CUST-000247,Mary Jones,AUTO,Auto Loan,ON,BR-021,2022-04-01,2028-02-29,73750.66,28571.59,7.9101,BBB,716,0,0,I. Lopez
LN-0003149,CUST-002728,Jessica Miller,MTG-FIX,Fixed Rate Mortgage,ON,BR-012,2025-04-26,2049-12-16,305719.87,268296.04,6.2982,A,729,369981.21,72.52,G. Brown
LN-0003150,CUST-001219,James Santos,MTG-VAR,Variable Rate Mortgage,BC,BR-008,2024-11-15,2049-07-07,459202.25,414665.48,6.4686,AA,769,602883.06,68.78,C. Williams
LN-0003151,CUST-000814,Lisa Ali,PL-UNSEC,Unsecured Personal Loan,AB,BR-003,2024-03-26,2028-03-05,23081.37,14275.59,8.976,AAA,790,0,0,F. Kim
LN-0003152,CUST-003791,Wei Hernandez,MTG-FIX,Fixed Rate Mortgage,ON,BR-002,2023-04-08,2047-11-28,686409.9,570414.31,4.9237,BB,627,1016351.98,56.12,B. Chen
LN-0003153,CUST-003037,Michael Johnson,AUTO,Auto Loan,ON,BR-021,2023-02-01,2028-12-31,11474.2,6555.72,8.6044,A,761,0,0,I. Lopez
LN-0003154,CUST-000116,Priya Hernandez,STUDENT,Student Loan,BC,BR-013,2025-06-26,2035-05-05,52022.74,43550.85,5.0322,AA,798,0,0,E. Martin
LN-0003155,CUST-003418,Thomas Singh,AUTO,Auto Loan,ON,BR-021,2025-03-17,2031-02-14,10553.85,8610.07,7.7152,BBB,698,0,0,I. Lopez
LN-0003156,CUST-001524,Mohammed Chen,MTG-FIX,Fixed Rate Mortgage,ON,BR-010,2022-10-23,2047-06-14,260078.14,235178.17,5.6935,AA,756,404383.52,58.16,J. Taylor
LN-0003157,CUST-004074,Lisa Singh,MTG-FIX,Fixed Rate Mortgage,ON,BR-024,2021-11-19,2046-07-11,611375.53,468984.12,6.2772,BB,667,1068586.57,43.89,D. Patel
LN-0003158,CUST-002753,William Santos,MTG-FIX,Fixed Rate Mortgage,BC,BR-017,2022-06-26,2047-02-15,710450.83,561034.87,5.2115,BBB,707,1088836.72,51.53,D. Patel
LN-0003159,CUST-002358,Sandra Lopez,STUDENT,Student Loan,BC,BR-023,2022-09-28,2032-08-06,49926.3,33794.66,5.6039,BB,671,0,0,F. Kim
LN-0003160,CUST-002292,donna miller,MTG-VAR,Variable Rate Mortgage,AB,BR-019,2019-03-29,2043-11-18,105654.37,75615.66,5.6004,B,603,159453.48,47.42,A. Sharma
LN-0003161,CUST-002773,Jessica Das,PL-SEC,Secured Personal Loan,AB,BR-024,2025-02-16,2030-01-21,22112.45,20584.31,11.6676,BB,656,0,0,I. Lopez
LN-0003162,CUST-001689,Carlos Sharma,PL-UNSEC,Unsecured Personal Loan,ON,BR-016,2022-11-19,2026-10-29,26361.69,7503.45,14.6251,BBB,695,0,0,A. Sharma
LN-0003163,CUST-000959,Michael Thomas,PL-SEC,Secured Personal Loan,ON,BR-012,2022-06-29,2027-06-03,21296.77,7177.67,10.597,AA,802,0,0,B. Chen
LN-0003164,CUST-002552,Thomas Jackson,MTG-FIX,Fixed Rate Mortgage,ON,BR-016,2023-08-12,2048-04-02,199448.45,175972.73,5.088,A,737,264977.3,66.41,E. Martin
LN-0003165,CUST-000687,Patricia Das,LOC,Line of Credit,BC,BR-012,2022-08-18,2027-07-23,47791.48,16362.57,11.9201,BBB,707,0,0,G. Brown
LN-0003166,CUST-001656,Linda Anderson,PL-UNSEC,Unsecured Personal Loan,ON,BR-003,2020-12-14,2024-11-23,12916.28,1332.6,9.5338,B,613,0,0,B. Chen
LN-0003167,CUST-003868,Amara Hernandez,PL-UNSEC,Unsecured Personal Loan,ON,BR-004,2025-02-28,2029-02-07,15883.06,13765.97,11.968,BBB,714,0,0,D. Patel
LN-0003168,CUST-001053,Margaret Ahmed,MTG-VAR,Variable Rate Mortgage,ON,BR-024,2023-12-06,2048-07-27,616792.83,527838.86,6.4973,A,716,781320.44,67.56,I. Lopez
LN-0003169,CUST-002603,Lisa Smith,MTG-VAR,Variable Rate Mortgage,ON,BR-006,2023-09-18,2048-05-09,271380.76,222640.46,6.1437,B,594,333033.89,66.85,G. Brown
LN-0003170,CUST-001407,Elizabeth Lee,MTG-VAR,Variable Rate Mortgage,QC,BR-022,2019-02-10,2043-10-02,529459.78,362050.75,6.5004,AA,757,713122.83,50.77,E. Martin
LN-0003171,CUST-002369,Margaret Rodriguez,MTG-FIX,Fixed Rate Mortgage,QC,BR-010,2019-09-11,2044-05-02,685563.76,466425.56,5.9694,A,752,1051732.59,44.35,G. Brown
LN-0003172,CUST-002405,Fatima Sharma,LOC,Line of Credit,ON,BR-024,2022-10-12,2027-09-16,41669.33,17994.61,11.3165,AAA,831,0,0,C. Williams
LN-0003173,CUST-000326,Sandra Thomas,PL-UNSEC,Unsecured Personal Loan,ON,BR-024,2023-07-03,2027-06-12,10068.02,4660.71,13.4255,AA,762,0,0,E. Martin
LN-0003174,CUST-000366,Priya Martin,MTG-VAR,Variable Rate Mortgage,AB,BR-021,2019-08-17,2044-04-07,371928.59,285062.87,5.1167,BB,644,531562.62,53.63,C. Williams
LN-0003175,CUST-002087,Raj Rodriguez,PL-SEC,Secured Personal Loan,ON,BR-004,2023-10-14,2028-09-17,8684.52,5110.69,7.2363,B,594,0,0,I. Lopez
LN-0003176,CUST-003177,Patricia Smith,AUTO,Auto Loan,ON,BR-001,2021-11-30,2027-10-30,22707.13,7520.6,7.0258,AA,799,0,0,H. Singh
LN-0003177,CUST-001189,Amara Williams,LOC,Line of Credit,BC,BR-019,2024-10-04,2029-09-08,26972.13,19651.18,9.4374,BBB,715,0,0,I. Lopez
LN-0003178,CUST-000607,CARLOS CHEN,MTG-FIX,Fixed Rate Mortgage,AB,BR-012,2020-03-09,2044-10-29,767513.09,611733.34,5.5686,BB,626,906495.18,67.48,F. Kim
LN-0003179,CUST-000709,Sandra Jones,HELOC,Home Equity Line of Credit,QC,BR-022,2024-10-30,2034-09-08,143536.22,133757.33,7.0988,AA,769,189115.88,70.73,I. Lopez
LN-0003180,CUST-001690,Jennifer Ahmed,AUTO,Auto Loan,ON,BR-020,2023-07-12,2029-06-10,66699.71,0,6.6795,BBB,674,0,0,I. Lopez
LN-0003181,CUST-002824,Sandra Lee,PL-UNSEC,Unsecured Personal Loan,BC,BR-008,2021-09-07,2025-08-17,12763.15,1287.32,13.1358,A,761,0,0,A. Sharma
LN-0003182,CUST-000899,Carlos Garcia,STUDENT,Student Loan,BC,BR-016,2024-10-25,2034-09-03,53298.08,48727.36,5.1217,A,723,0,0,G. Brown
LN-0003183,CUST-001653,Nancy Wilson,MTG-FIX,Fixed Rate Mortgage,ON,BR-001,2020-12-06,2045-07-28,474503.08,401453.57,6.2369,BBB,691,850025.25,47.23,G. Brown
LN-0003184,CUST-002073,Elizabeth Brown,PL-SEC,Secured Personal Loan,ON,BR-017,2024-08-30,2029-08-04,24844.02,19366.11,9.2293,BBB,715,0,0,D. Patel
LN-0003185,CUST-004011,Amara Rodriguez,PL-UNSEC,Unsecured Personal Loan,MB,BR-002,2025-04-03,2029-03-13,23764.29,18622.21,9.1873,BBB,730,0,0,F. Kim
LN-0003186,CUST-003426,Mohammed Singh,LOC,Line of Credit,ON,BR-024,2019-09-29,2024-09-02,14359.89,1329.51,11.3207,A,754,0,0,E. Martin
LN-0003187,CUST-002040,Sarah Ahmed,MTG-FIX,Fixed Rate Mortgage,BC,BR-003,2024-07-08,2049-02-27,154748.84,130276.6,5.1158,A,754,177311.83,73.47,C. Williams
LN-0003188,CUST-001936,Thomas Miller,MTG-FIX,Fixed Rate Mortgage,ON,BR-013,2023-12-30,2048-08-20,395106.88,344109.86,5.2649,BBB,701,512380.12,67.16,D. Patel
LN-0003189,CUST-000918,Barbara Singh,HELOC,Home Equity Line of Credit,AB,BR-002,2020-01-24,2029-12-02,34204.69,15469.17,7.8384,BBB,727,57709.83,26.81,F. Kim
LN-0003190,CUST-001108,Patricia Miller,LOC,Line of Credit,ON,BR-003,2021-10-02,2026-09-06,20089.94,3661.45,11.2765,B,613,0,0,F. Kim
LN-0003191,CUST-004083,Carlos Moore,PL-SEC,Secured Personal Loan,BC,BR-018,2023-01-13,2027-12-18,9339.98,0,11.7309,A,742,0,0,E. Martin
LN-0003192,CUST-000710,Carlos Das,AUTO,Auto Loan,ON,BR-020,2024-07-06,2030-06-05,50249.19,38129.33,8.5778,B,625,0,0,C. Williams
LN-0003193,CUST-001673,William Nguyen,PL-UNSEC,Unsecured Personal Loan,BC,BR-016,2023-03-19,2027-02-26,21433.9,7156.0,14.4013,BBB,671,0,0,A. Sharma
LN-0003194,CUST-003157,Sandra Johnson,PL-SEC,Secured Personal Loan,NS,BR-021,2025-01-29,2030-01-03,48702.47,41352.53,11.9126,A,721,0,0,I. Lopez
LN-0003195,CUST-001457,Nancy Lee,MTG-FIX,Fixed Rate Mortgage,ON,BR-012,2020-01-20,2044-09-10,167648.1,111044.89,6.0098,A,724,267979.46,41.44,I. Lopez
LN-0003196,CUST-003915,Patricia Martinez,HELOC,Home Equity Line of Credit,ON,BR-025,2025-05-22,2035-03-31,139834.85,142498.71,7.7234,BB,630,171722.2,82.98,D. Patel
LN-0003197,CUST-001607,sandra martinez,MTG-VAR,Variable Rate Mortgage,BC,BR-021,2019-10-14,2044-06-04,186086.52,133115.58,6.5021,A,750,211699.54,62.88,F. Kim
LN-0003198,CUST-002972,JESSICA DAS,MTG-VAR,Variable Rate Mortgage,QC,BR-003,2020-05-08,2044-12-28,306668.92,236414.95,5.3948,CCC,539,411379.19,57.47,G. Brown
LN-0003199,CUST-001761,Wei Singh,MTG-FIX,Fixed Rate Mortgage,NB,BR-009,2022-09-20,2047-05-12,503884.46,381283.08,4.5851,AA,793,711794.53,53.57,I. Lopez
LN-0003200,CUST-003952,Wei Garcia,MTG-FIX,Fixed Rate Mortgage,ON,BR-003,2019-11-14,2044-07-05,243189.97,163610.81,6.1345,BBB,721,333410.24,49.07,B. Chen
LN-0003201,CUST-004062,Karen Jackson,PL-UNSEC,Unsecured Personal Loan,QC,BR-025,2022-04-20,2026-03-30,26010.02,3711.04,14.7518,BBB,678,0,0,H. Singh
LN-0003202,CUST-002244,Patricia Kim,MTG-FIX,Fixed Rate Mortgage,AB,BR-024,10/12/2022,2047-06-03,789193.65,0,5.9641,B,575,1255240.05,0.0,A. Sharma
LN-0003203,CUST-002264,Ashley Taylor,STUDENT,Student Loan,AB,BR-002,2023-09-16,2033-07-25,43450.26,31807.9,7.4084,BB,625,0,0,H. Singh
LN-0003204,CUST-003675,Carlos Brown,STUDENT,Student Loan,ON,BR-022,2023-11-11,2033-09-19,47837.73,0,5.5256,BBB,693,0,0,C. Williams
LN-0003205,CUST-003919,James Kim,LOC,Line of Credit,BC,BR-025,2025-05-26,2030-04-30,48533.55,45025.95,11.7713,AA,796,0,0,G. Brown
LN-0003206,CUST-002378,Joseph Smith,STUDENT,Student Loan,AB,BR-023,2023-12-02,2033-10-10,36758.15,26671.01,5.4836,AAA,822,0,0,J. Taylor
LN-0003207,CUST-000719,Fatima Jackson,STUDENT,Student Loan,ON,BR-021,2019-06-13,2029-04-21,28102.44,9406.4,6.7408,BBB,708,0,0,A. Sharma
LN-0003208,CUST-003299,Amara Smith,PL-SEC,Secured Personal Loan,QC,BR-021,2022-01-18,2026-12-23,32099.88,7549.83,7.9671,BBB,694,0,0,J. Taylor
LN-0003209,CUST-001757,James Martin,PL-SEC,Secured Personal Loan,BC,BR-005,2024-07-04,2029-06-08,28908.38,20052.26,10.9307,A,730,0,0,J. Taylor
LN-0003210,CUST-003222,Lisa Nguyen,MTG-VAR,Variable Rate Mortgage,NS,BR-008,2024-08-31,2049-04-22,166974.77,141708.93,5.2579,A,718,274959.88,51.54,G. Brown
LN-0003211,CUST-003473,Mohammed Garcia,PL-SEC,Secured Personal Loan,ON,BR-005,2022-07-15,2027-06-19,21644.07,7721.3,10.6956,BB,662,0,0,H. Singh
LN-0003212,CUST-002590,Mohammed Rodriguez,PL-UNSEC,Unsecured Personal Loan,ON,BR-004,2025-03-25,2029-03-04,7023.29,5933.67,12.9223,A,726,0,0,H. Singh
LN-0003213,CUST-001664,Jessica Moore,AUTO,Auto Loan,AB,BR-007,2023-05-13,2029-04-11,49819.58,29840.05,7.6107,A,760,0,0,J. Taylor
LN-0003214,CUST-003666,Susan Jackson,PL-SEC,Secured Personal Loan,BC,BR-024,2021-05-11,2026-04-15,29826.51,3574.12,10.9823,BB,627,0,0,E. Martin
LN-0003215,CUST-001931,Amara Jackson,HELOC,Home Equity Line of Credit,BC,BR-016,2021-01-09,2030-11-18,229263.92,103967.67,6.6237,B,615,297307.87,34.97,D. Patel
LN-0003216,CUST-002371,Barbara Lee,MTG-FIX,Fixed Rate Mortgage,AB,BR-025,2024-11-11,2049-07-03,117545.92,102464.0,6.384,AA,762,134285.04,76.3,E. Martin
LN-0003217,CUST-003743,Yuki Santos,AUTO,Auto Loan,ON,BR-025,2020-09-23,2026-08-23,36541.17,5342.1,7.7091,BBB,698,0,0,J. Taylor
LN-0003218,CUST-003525,Thomas Miller,AUTO,Auto Loan,BC,BR-002,2024-05-28,2030-04-27,14890.34,12258.84,8.9856,A,726,0,0,J. Taylor
LN-0003219,CUST-004081,Joseph Wilson,MTG-VAR,Variable Rate Mortgage,AB,BR-012,2020-10-08,2045-05-30,684739.86,479210.65,5.2806,A,745,864000.29,55.46,B. Chen
LN-0003220,CUST-003872,Barbara Rodriguez,MTG-FIX,Fixed Rate Mortgage,BC,BR-015,2025-01-06,2049-08-28,676678.38,570646.86,6.0086,BB,635,768476.73,74.26,A. Sharma
LN-0003221,CUST-002450,Thomas Moore,HELOC,Home Equity Line of Credit,ON,BR-021,2020-08-26,2030-07-05,247200.22,115900.72,7.6513,BBB,729,314138.81,36.89,I. Lopez
LN-0003222,CUST-002194,Margaret Singh,PL-SEC,Secured Personal Loan,ON,BR-001,2019-04-21,2024-03-25,31052.41,3206.45,11.059,BB,630,0,0,F. Kim
LN-0003223,CUST-002352,Margaret Davis,LOC,Line of Credit,ON,BR-013,2024-08-23,2029-07-28,38998.98,28391.69,11.2382,A,763,0,0,G. Brown
LN-0003224,CUST-003517,Lisa Ahmed,PL-UNSEC,Unsecured Personal Loan,AB,BR-013,2024-06-19,2028-05-29,18482.47,12475.81,14.4673,A,719,0,0,I. Lopez
LN-0003225,CUST-000491,Amara Sharma,PL-SEC,Secured Personal Loan,ON,BR-014,2021-08-28,2026-08-02,47741.15,0,7.0524,CCC,543,0,0,B. Chen
LN-0003226,CUST-001969,Priya Patel,PL-UNSEC,Unsecured Personal Loan,NB,BR-020,2023-11-25,2027-11-04,24895.19,13143.6,10.081,BBB,692,0,0,F. Kim
LN-0003227,CUST-000663,Ashley Lopez,PL-SEC,Secured Personal Loan,ON,BR-017,2019-10-16,2024-09-19,11972.49,1026.64,11.7829,A,735,0,0,B. Chen
LN-0003228,CUST-001042,David Martinez,LOC,Line of Credit,ON,BR-024,2020-10-04,2025-09-08,43922.77,3958.44,11.8332,BBB,681,0,0,I. Lopez
LN-0003229,CUST-001631,Susan Johnson,STUDENT,Student Loan,NB,BR-008,2021-02-15,2030-12-25,39204.57,20396.25,6.7077,A,748,0,0,B. Chen
LN-0003230,CUST-000107,Mohammed Sharma,AUTO,Auto Loan,ON,BR-007,2019-06-20,2025-05-19,41305.6,4055.63,6.7223,BBB,674,0,0,J. Taylor
LN-0003231,CUST-000204,PRIYA MARTIN,HELOC,Home Equity Line of Credit,ON,BR-020,2024-10-26,2034-09-04,259188.59,234734.54,6.7282,BB,672,420240.99,55.86,C. Williams
LN-0003232,CUST-001922,James Nguyen,MTG-FIX,Fixed Rate Mortgage,BC,BR-021,2025-02-11,2049-10-03,408563.74,380977.19,6.4984,AA,758,562094.28,67.78,C. Williams
LN-0003233,CUST-000438,sarah singh,MTG-FIX,Fixed Rate Mortgage,ON,BR-024,2023-01-11,2047-09-02,133134.37,102283.81,5.2666,A,719,171032.82,59.8,F. Kim
LN-0003234,CUST-003506,Ashley Martinez,AUTO,Auto Loan,QC,BR-015,2021-12-15,2027-11-14,49861.9,17809.63,7.4307,BBB,685,0,0,J. Taylor
LN-0003235,CUST-001844,Mary Ahmed,MTG-FIX,Fixed Rate Mortgage,QC,BR-024,2019-07-30,2044-03-20,581133.15,416496.3,5.2455,B,595,850608.42,48.96,D. Patel
LN-0003236,CUST-001812,Sandra Johnson,MTG-FIX,Fixed Rate Mortgage,ON,BR-014,2022-06-18,2047-02-07,290550.66,220297.43,5.2827,CCC,576,334833.0,65.79,A. Sharma
LN-0003237,CUST-002702,Raj Jackson,MTG-VAR,Variable Rate Mortgage,ON,BR-019,2023-01-14,2047-09-05,117456.25,89614.22,5.6978,A,754,165380.38,54.19,F. Kim
LN-0003238,CUST-000342,Joseph Hernandez,MTG-FIX,Fixed Rate Mortgage,QC,BR-005,2020-01-30,2044-09-20,748722.57,0,5.1168,BBB,706,885888.02,0.0,B. Chen
LN-0003239,CUST-002528,Barbara Rodriguez,MTG-FIX,Fixed Rate Mortgage,QC,BR-022,2023-05-07,2047-12-27,665619.11,527509.91,4.5366,BB,624,766622.52,68.81,G. Brown
LN-0003240,CUST-000894,Thomas Ahmed,PL-SEC,Secured Personal Loan,ON,BR-008,2019-07-21,2024-06-24,10884.63,1091.06,10.2402,AA,790,0,0,A. Sharma
LN-0003241,CUST-001607,Barbara Moore,MTG-FIX,Fixed Rate Mortgage,SK,BR-015,2021-12-13,2046-08-04,358996.33,289023.59,4.825,BBB,694,573564.79,50.39,C. Williams
LN-0003242,CUST-002865,Susan Jackson,MTG-VAR,Variable Rate Mortgage,ON,BR-004,2025-03-12,2049-11-01,335611.62,282029.41,6.5208,A,713,419286.38,67.26,D. Patel
LN-0003243,CUST-000405,Amara Thomas,MTG-VAR,Variable Rate Mortgage,QC,BR-020,2020-01-15,2044-09-05,611944.17,465972.98,5.5391,B,576,820370.72,56.8,F. Kim
LN-0003244,CUST-000936,Nancy Rodriguez,STUDENT,Student Loan,AB,BR-014,2020-03-12,2030-01-19,48950.81,0,7.0797,A,758,0,0,J. Taylor
LN-0003245,CUST-003203,Mohammed Jackson,HELOC,Home Equity Line of Credit,MB,BR-018,2020-03-28,2030-02-04,149889.63,68909.96,6.0888,BBB,679,172535.86,39.94,H. Singh
LN-0003246,CUST-000374,Richard Kim,MTG-VAR,Variable Rate Mortgage,MB,BR-008,2023-06-23,2048-02-12,231899.18,200540.03,6.8623,A,732,302582.71,66.28,G. Brown
LN-0003247,CUST-003212,David Martinez,MTG-VAR,Variable Rate Mortgage,SK,BR-013,2025-04-17,2049-12-07,161369.38,140941.48,5.8558,BB,661,274577.31,51.33,D. Patel
LN-0003248,CUST-001636,michael kim,LOC,Line of Credit,BC,BR-007,2022-10-04,2027-09-08,29187.34,11052.03,7.799,A,715,0,0,A. Sharma
LN-0003249,CUST-001440,Thomas Nguyen,MTG-VAR,Variable Rate Mortgage,ON,BR-020,2019-01-20,2043-09-11,198312.87,137092.47,6.0135,AA,762,280910.3,48.8,D. Patel
LN-0003250,CUST-002240,Joseph Brown,LOC,Line of Credit,QC,BR-007,2023-07-27,2028-06-30,30090.43,15874.11,11.9056,BBB,729,0,0,J. Taylor
LN-0003251,CUST-001241,Fatima Brown,AUTO,Auto Loan,QC,BR-024,2022-05-31,2028-04-29,10981.92,4637.6,7.066,BBB,700,0,0,A. Sharma
LN-0003252,CUST-002591,Sarah Hernandez,HELOC,Home Equity Line of Credit,BC,BR-011,2019-08-16,2029-06-24,130838.01,45459.95,7.267,A,715,179941.65,25.26,J. Taylor
LN-0003253,CUST-000714,Yuki Johnson,MTG-FIX,Fixed Rate Mortgage,MB,BR-021,2023-02-20,2047-10-12,745322.24,626265.39,5.5277,BBB,697,881293.45,71.06,H. Singh
LN-0003254,CUST-002945,Priya Lee,PL-SEC,Secured Personal Loan,ON,BR-004,2022-08-25,2027-07-30,14555.52,5567.57,8.2272,B,622,0,0,I. Lopez
LN-0003255,CUST-000727,Joseph Rodriguez,MTG-VAR,Variable Rate Mortgage,NS,BR-003,2022-05-08,2046-12-28,696238.56,569225.81,5.7014,AA,750,866678.14,65.68,A. Sharma
LN-0003256,CUST-002937,David Rodriguez,AUTO,Auto Loan,BC,BR-019,2020-03-31,2026-02-28,47299.98,4117.12,7.1867,AAA,827,0,0,B. Chen
LN-0003257,CUST-000639,Patricia Jackson,LOC,Line of Credit,AB,BR-009,2025-01-31,2030-01-05,26885.14,22751.05,8.5634,A,737,0,0,G. Brown
LN-0003258,CUST-003733,Mary Santos,MTG-FIX,Fixed Rate Mortgage,BC,BR-010,2025-01-24,2049-09-15,317653.76,292435.96,4.7798,B,608,417169.82,70.1,F. Kim
LN-0003259,CUST-000390,Jennifer Sharma,PL-SEC,Secured Personal Loan,ON,BR-017,2019-03-31,2024-03-04,34834.88,2962.76,8.8883,A,749,0,0,H. Singh
LN-0003260,CUST-003496,Margaret Johnson,HELOC,Home Equity Line of Credit,ON,BR-009,2023-03-27,2033-02-02,90768.73,69143.67,8.4867,AAA,821,144606.66,47.81,E. Martin
LN-0003261,CUST-002999,Sarah Martin,PL-UNSEC,Unsecured Personal Loan,ON,BR-007,2022-09-21,2026-08-31,21309.55,4830.5,10.1924,BBB,718,0,0,I. Lopez
LN-0003262,CUST-003559,Nancy Jones,MTG-FIX,Fixed Rate Mortgage,QC,BR-014,2025-04-26,2049-12-16,427766.6,384172.27,4.8797,BB,642,513356.73,74.84,B. Chen
LN-0003263,CUST-001986,Linda Das,MTG-FIX,Fixed Rate Mortgage,ON,BR-013,2025-04-19,2049-12-09,535506.9,497624.75,5.4168,AA,766,687292.93,72.4,J. Taylor
LN-0003264,CUST-001420,Mohammed Johnson,MTG-VAR,Variable Rate Mortgage,QC,BR-002,2021-03-30,2045-11-19,360525.72,293850.07,5.8398,BBB,729,553813.93,53.06,F. Kim
LN-0003265,CUST-002463,Donna Ali,HELOC,Home Equity Line of Credit,BC,BR-018,2020-11-16,2030-09-25,77068.31,36515.39,6.6494,BBB,711,101550.39,35.96,J. Taylor
LN-0003266,CUST-001331,Sandra Anderson,AUTO,Auto Loan,ON,BR-007,2024-06-14,2030-05-14,30935.28,23950.51,7.5877,AA,756,0,0,G. Brown
LN-0003267,CUST-004226,Raj Lopez,AUTO,Auto Loan,BC,BR-007,2024-02-03,2030-01-02,13784.8,8599.1,5.781,A,724,0,0,G. Brown
LN-0003268,CUST-004150,Thomas Lee,AUTO,Auto Loan,AB,BR-014,2022-03-22,2028-02-19,57911.07,24363.0,6.2507,A,746,0,0,E. Martin
LN-0003269,CUST-002783,Barbara Williams,LOC,Line of Credit,NB,BR-012,2020-09-09,2025-08-14,21724.17,1862.16,8.9318,BBB,729,0,0,F. Kim
LN-0003270,CUST-001243,Sarah Taylor,MTG-FIX,Fixed Rate Mortgage,ON,BR-004,2023-09-17,2048-05-08,761891.18,706452.2,4.5425,CCC,571,952947.32,74.13,A. Sharma
LN-0003271,CUST-000841,William Miller,STUDENT,Student Loan,BC,BR-019,2019-03-12,2029-01-18,35004.86,10391.86,6.3256,A,766,0,0,G. Brown
LN-0003272,CUST-003353,Thomas Patel,MTG-VAR,Variable Rate Mortgage,ON,BR-005,2023-09-07,2048-04-28,457787.12,373854.61,5.4489,AA,758,521743.7,71.65,C. Williams
LN-0003273,CUST-003610,Raj Jackson,HELOC,Home Equity Line of Credit,NB,BR-017,2022-08-01,2032-06-09,80800.92,50910.71,7.187,AA,789,117534.11,43.32,C. Williams
LN-0003274,CUST-003222,Joseph Hernandez,PL-UNSEC,Unsecured Personal Loan,QC,BR-012,2022-12-16,2026-11-25,27131.34,7509.64,9.1527,CCC,531,0,0,G. Brown
LN-0003275,CUST-003728,Jessica Garcia,PL-UNSEC,Unsecured Personal Loan,BC,BR-007,2023-05-04,2027-04-13,29140.81,10580.32,12.1571,BBB,706,0,0,D. Patel
LN-0003276,CUST-001493,Susan Hernandez,PL-SEC,Secured Personal Loan,ON,BR-014,2024-02-03,2029-01-07,48515.98,32856.13,11.6964,A,710,0,0,E. Martin
LN-0003277,CUST-003212,susan kim,MTG-VAR,Variable Rate Mortgage,NB,BR-017,2024-12-27,2049-08-18,360154.51,303180.33,6.2141,BBB,705,512442.51,59.16,C. Williams
LN-0003278,CUST-000684,James Johnson,STUDENT,Student Loan,NB,BR-005,2025-05-16,2035-03-25,20971.56,20998.23,7.3951,CCC,535,0,0,F. Kim
LN-0003279,CUST-003880,Robert Jones,MTG-VAR,Variable Rate Mortgage,ON,BR-017,2022-08-31,2047-04-22,411827.38,323134.25,5.7929,AA,763,663226.74,48.72,A. Sharma
LN-0003280,CUST-000729,Priya Garcia,PL-UNSEC,Unsecured Personal Loan,AB,BR-003,2024-08-16,2028-07-26,16281.04,0,14.2692,A,714,0,0,G. Brown
LN-0003281,CUST-002378,Joseph Williams,MTG-FIX,Fixed Rate Mortgage,AB,BR-001,2019-12-12,2044-08-02,313287.64,244979.12,5.7315,A,733,396795.83,61.74,D. Patel
LN-0003282,CUST-002709,Priya Lee,MTG-VAR,Variable Rate Mortgage,BC,BR-015,2021-04-19,2045-12-09,508195.01,419959.76,6.9966,AA,785,582636.22,72.08,F. Kim
LN-0003283,CUST-001383,Ashley Singh,AUTO,Auto Loan,NB,BR-018,2021-11-13,2027-10-13,68605.33,22125.64,6.1592,B,576,0,0,I. Lopez
LN-0003284,CUST-002474,David Martinez,HELOC,Home Equity Line of Credit,BC,BR-001,2024-09-28,2034-08-07,54558.74,44715.47,6.1113,BBB,690,91935.56,48.64,B. Chen
LN-0003285,CUST-002087,Michael Ali,MTG-VAR,Variable Rate Mortgage,ON,BR-006,09/18/2021,2046-05-10,504700.25,383280.15,5.9584,A,724,612307.57,62.6,A. Sharma
LN-0003286,CUST-000108,nancy jones,MTG-FIX,Fixed Rate Mortgage,BC,BR-009,2021-12-29,2046-08-20,582521.58,494650.12,5.8987,BBB,729,725102.43,68.22,A. Sharma
LN-0003287,CUST-001522,Yuki Santos,MTG-FIX,Fixed Rate Mortgage,NS,BR-014,2022-02-06,2046-09-28,196762.21,174303.02,5.8454,BBB,691,242015.77,72.02,F. Kim
LN-0003288,CUST-001308,Robert Lee,AUTO,Auto Loan,ON,BR-016,2025-02-26,2031-01-26,16636.91,15297.93,6.0334,BBB,686,0,0,A. Sharma
LN-0003289,CUST-002799,Susan Davis,MTG-FIX,Fixed Rate Mortgage,ON,BR-004,2019-03-04,2043-10-24,525176.57,356383.34,5.8482,BB,624,911479.39,39.1,F. Kim
LN-0003290,CUST-002832,Carlos Garcia,HELOC,Home Equity Line of Credit,ON,BR-025,2021-09-06,2031-07-16,162185.85,92367.43,7.1849,BB,668,226040.09,40.86,F. Kim
LN-0003291,CUST-003406,Karen Thomas,MTG-VAR,Variable Rate Mortgage,BC,BR-025,2020-04-15,2044-12-05,293998.43,196477.87,5.4803,BBB,694,391275.69,50.21,D. Patel
LN-0003292,CUST-002467,Richard Jones,MTG-VAR,Variable Rate Mortgage,SK,BR-014,2019-10-14,2044-06-04,653781.98,0,5.7136,AA,768,730137.41,0.0,B. Chen
LN-0003293,CUST-000963,Jessica Williams,PL-SEC,Secured Personal Loan,ON,BR-012,2019-03-14,2024-02-16,31685.3,2711.85,11.1684,A,746,0,0,E. Martin
LN-0003294,CUST-002470,Margaret Garcia,PL-UNSEC,Unsecured Personal Loan,AB,BR-006,2023-04-03,2027-03-13,16259.4,5860.66,9.0717,AA,797,0,0,B. Chen
